"ALIANZA PROGRESISTAS","507","IGUALDAD Y DECENCIA","BUENOS AIRES","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","GOLDMANN, LUIS BERNARDO","2"
"GEN","69","F - UNIDAD","LA PAMPA","SENADOR NACIONAL TITULAR","FRITZ, ANA LIA","2"
"COMUNISTA","12","","LA RIOJA","DIPUTADO NACIONAL TITULAR","DE LEONARDI, ROGELIO","1"
"COMUNISTA","12","","LA RIOJA","DIPUTADO NACIONAL TITULAR","MARTINEZ, BEATRIZ DEL VALLE","2"
"COMUNISTA","12","","LA RIOJA","DIPUTADO NACIONAL TITULAR","GALVAN, HUGO NICOLAS","3"
"COMUNISTA","12","","LA RIOJA","DIPUTADO NACIONAL SUPLENTE","REINOSO, MARIA ELISA","1"
"COMUNISTA","12","","LA RIOJA","DIPUTADO NACIONAL SUPLENTE","GONZALEZ, NOELIA LIDELVA","2"
"COMUNISTA","12","","LA RIOJA","DIPUTADO NACIONAL SUPLENTE","MARCIAL, CARLOS FRANCISCO","3"
"COMUNISTA","12","","LA RIOJA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","SALAYA, JOSE MARIO","1"
"COMUNISTA","12","","LA RIOJA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","ABALLAY, TERESA HILDA","1"
"COMUNISTA","12","","LA RIOJA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","FARIA, DARIO PABLO","2"
"MOVIMIENTO AL SOCIALISMO","13","SoB","LA RIOJA","DIPUTADO NACIONAL TITULAR","GIROMINI, JOSE GABRIEL","1"
"MOVIMIENTO AL SOCIALISMO","13","SoB","LA RIOJA","DIPUTADO NACIONAL TITULAR","TINEO SORIA, JOSEFINA","2"
"MOVIMIENTO AL SOCIALISMO","13","SoB","LA RIOJA","DIPUTADO NACIONAL TITULAR","RIZO, CIELO CECILIA","3"
"MOVIMIENTO AL SOCIALISMO","13","SoB","LA RIOJA","DIPUTADO NACIONAL SUPLENTE","RECABARREN, ORLANDO NICOLAS","1"
"MOVIMIENTO AL SOCIALISMO","13","SoB","LA RIOJA","DIPUTADO NACIONAL SUPLENTE","CORDOBA, MARIANA SOLEDAD","2"
"MOVIMIENTO AL SOCIALISMO","13","SoB","LA RIOJA","DIPUTADO NACIONAL SUPLENTE","SANCHEZ, SILVIA LILIANA","3"
"MOVIMIENTO AL SOCIALISMO","13","SoB","LA RIOJA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","ABARCA GRANILLO FERNANDEZ, MARIA PAULA","1"
"MOVIMIENTO AL SOCIALISMO","13","SoB","LA RIOJA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","BRIZUELA, MARTIN ALEJANDRO","1"
"MOVIMIENTO AL SOCIALISMO","13","SoB","LA RIOJA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","ROMERO, GABRIELA","2"
"ALIANZA FRENTE PARA LA VICTORIA","501","FRENTE PARA LA VICTORIA RIOJANO","LA RIOJA","DIPUTADO NACIONAL TITULAR","HERRERA, LUIS BEDER","1"
"ALIANZA FRENTE PARA LA VICTORIA","501","FRENTE PARA LA VICTORIA RIOJANO","LA RIOJA","DIPUTADO NACIONAL TITULAR","HERRERA, GRISELDA NOEMI","2"
"ALIANZA FRENTE PARA LA VICTORIA","501","FRENTE PARA LA VICTORIA RIOJANO","LA RIOJA","DIPUTADO NACIONAL TITULAR","QUINTELA, RICARDO CLEMENTE","3"
"ALIANZA FRENTE PARA LA VICTORIA","501","FRENTE PARA LA VICTORIA RIOJANO","LA RIOJA","DIPUTADO NACIONAL SUPLENTE","SAUL, CLAUDIO NICOLAS","1"
"ALIANZA FRENTE PARA LA VICTORIA","501","FRENTE PARA LA VICTORIA RIOJANO","LA RIOJA","DIPUTADO NACIONAL SUPLENTE","PEDRALI, GABRIELA","2"
"ALIANZA FRENTE PARA LA VICTORIA","501","FRENTE PARA LA VICTORIA RIOJANO","LA RIOJA","DIPUTADO NACIONAL SUPLENTE","MACHICOTE, HAYDEE SILVIA","3"
"ALIANZA FRENTE PARA LA VICTORIA","501","FRENTE PARA LA VICTORIA RIOJANO","LA RIOJA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","TINEO, JAVIER HECTOR","1"
"ALIANZA FRENTE PARA LA VICTORIA","501","FRENTE PARA LA VICTORIA RIOJANO","LA RIOJA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","OVIEDO, ALEJANDRA BEATRIZ","1"
"ALIANZA FRENTE PARA LA VICTORIA","501","FRENTE PARA LA VICTORIA RIOJANO","LA RIOJA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","VANNI, SANDRA INES","2"
"ALIANZA CAMBIEMOS","502","FUERZA CIVICA RIOJANA","LA RIOJA","DIPUTADO NACIONAL TITULAR","OLIVARES, HECTOR ENRIQUE","1"
"ALIANZA CAMBIEMOS","502","FUERZA CIVICA RIOJANA","LA RIOJA","DIPUTADO NACIONAL TITULAR","MOLINA, KARINA ALEJANDRA","2"
"ALIANZA CAMBIEMOS","502","FUERZA CIVICA RIOJANA","LA RIOJA","DIPUTADO NACIONAL TITULAR","MORETTI, JOSE LUIS","3"
"ALIANZA CAMBIEMOS","502","FUERZA CIVICA RIOJANA","LA RIOJA","DIPUTADO NACIONAL SUPLENTE","BILMEZIS, HORACIO RAFAEL","1"
"ALIANZA CAMBIEMOS","502","FUERZA CIVICA RIOJANA","LA RIOJA","DIPUTADO NACIONAL SUPLENTE","RIVERO, MARIA RITA DE LOS ANGELES","2"
"ALIANZA CAMBIEMOS","502","FUERZA CIVICA RIOJANA","LA RIOJA","DIPUTADO NACIONAL SUPLENTE","BRIGIDO, ALFREDO HORACIO","3"
"ALIANZA CAMBIEMOS","502","FUERZA CIVICA RIOJANA","LA RIOJA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","CRABBE, MARCELA ALEJANDRA","1"
"ALIANZA CAMBIEMOS","502","FUERZA CIVICA RIOJANA","LA RIOJA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","TORRES, EDUARDO LEANDRO","1"
"ALIANZA CAMBIEMOS","502","FUERZA CIVICA RIOJANA","LA RIOJA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","ORDAS, ADRIANA MARCELA","2"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","LA RIOJA","DIPUTADO NACIONAL TITULAR","GOYCOCHEA, ANA CAROLINA DEL CARMEN","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","LA RIOJA","DIPUTADO NACIONAL TITULAR","CARRIZO, PEDRO JOSE","2"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","LA RIOJA","DIPUTADO NACIONAL TITULAR","PAVON, HORACIO","3"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","LA RIOJA","DIPUTADO NACIONAL SUPLENTE","TORRES, FABIAN NICOLAS","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","LA RIOJA","DIPUTADO NACIONAL SUPLENTE","PAEZ, LIDIA MARINA","2"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","LA RIOJA","DIPUTADO NACIONAL SUPLENTE","PAREDES, MARIA FILOMENA","3"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","LA RIOJA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","IÑIGO, DANIEL HORACIO","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","LA RIOJA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","SANCHEZ, MARCELO RICARDO","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","LA RIOJA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","ARGAÑARAZ NIEVAS, AYLEN ALMENDRA","2"
"ES POSIBLE","63","1 - ES POSIBLE","LA RIOJA","DIPUTADO NACIONAL TITULAR","SANTANDER, CARLOS ALBERTO","1"
"ES POSIBLE","63","1 - ES POSIBLE","LA RIOJA","DIPUTADO NACIONAL TITULAR","CEJAS, GRISELDA NOEMI","2"
"ES POSIBLE","63","1 - ES POSIBLE","LA RIOJA","DIPUTADO NACIONAL TITULAR","VERA, VICTOR UBALDO","3"
"ES POSIBLE","63","1 - ES POSIBLE","LA RIOJA","DIPUTADO NACIONAL SUPLENTE","ORO, JOSE ANTONIO","1"
"ES POSIBLE","63","1 - ES POSIBLE","LA RIOJA","DIPUTADO NACIONAL SUPLENTE","BRAVO, SILVINA PATRICIA","2"
"ES POSIBLE","63","1 - ES POSIBLE","LA RIOJA","DIPUTADO NACIONAL SUPLENTE","SALOM, ELSA LEONOR","3"
"ES POSIBLE","63","1 - ES POSIBLE","LA RIOJA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","COVIAN, EUGENIO JOSE","1"
"ES POSIBLE","63","1 - ES POSIBLE","LA RIOJA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","AGÜERO, LORENA PAOLA","1"
"ES POSIBLE","63","1 - ES POSIBLE","LA RIOJA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","RIVEROS, LILIANA BEATRIZ","2"
"NUEVA IZQUIERDA","68","UNIDAD","LA RIOJA","DIPUTADO NACIONAL TITULAR","ACOSTA, LEONEL IGNACIO","1"
"NUEVA IZQUIERDA","68","UNIDAD","LA RIOJA","DIPUTADO NACIONAL TITULAR","DICHIARA, LUCILA GISELLA","2"
"NUEVA IZQUIERDA","68","UNIDAD","LA RIOJA","DIPUTADO NACIONAL TITULAR","VEDIA, ANASTASIO DOMINGO","3"
"NUEVA IZQUIERDA","68","UNIDAD","LA RIOJA","DIPUTADO NACIONAL SUPLENTE","LUGOS, ROMINA EMILSE","1"
"NUEVA IZQUIERDA","68","UNIDAD","LA RIOJA","DIPUTADO NACIONAL SUPLENTE","LOZANO, HERNAN RUBEN","2"
"NUEVA IZQUIERDA","68","UNIDAD","LA RIOJA","DIPUTADO NACIONAL SUPLENTE","CARRIZO, YANINA ELIZABETH","3"
"NUEVA IZQUIERDA","68","UNIDAD","LA RIOJA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","QUIROGA, CRISTIAN DAMIAN","1"
"NUEVA IZQUIERDA","68","UNIDAD","LA RIOJA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","ABALLAY, NICOLAS FRANCISCO","1"
"NUEVA IZQUIERDA","68","UNIDAD","LA RIOJA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","FERNANDEZ, GLADYS PAOLA","2"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","1 - UNIDAD","MENDOZA","DIPUTADO NACIONAL TITULAR","UCEDA, GERARDO","1"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","1 - UNIDAD","MENDOZA","DIPUTADO NACIONAL TITULAR","RIOS, ANA MARIA","2"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","1 - UNIDAD","MENDOZA","DIPUTADO NACIONAL TITULAR","SCANIO, ANDRES DANTE","3"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","1 - UNIDAD","MENDOZA","DIPUTADO NACIONAL TITULAR","PEREIRA, GABRIEL CEFERINO","4"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","1 - UNIDAD","MENDOZA","DIPUTADO NACIONAL TITULAR","VERNAZZI, MARIA LAURA","5"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","1 - UNIDAD","MENDOZA","DIPUTADO NACIONAL SUPLENTE","BIGNANTE, JULIETA ELINA","1"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","1 - UNIDAD","MENDOZA","DIPUTADO NACIONAL SUPLENTE","LENTZ, WALTER SEBASTIAN JESUS","2"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","1 - UNIDAD","MENDOZA","DIPUTADO NACIONAL SUPLENTE","SOSA, JUAN RAFAEL","3"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","1 - UNIDAD","MENDOZA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","FERNANDEZ, NICOLAS FABIAN","1"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","1 - UNIDAD","MENDOZA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","SCANIO, VIVIANA VICTORIA","1"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","1 - UNIDAD","MENDOZA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","RECABARREN, LORENA DEL CARMEN","2"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","1 - UNIDAD","MENDOZA","SENADOR NACIONAL TITULAR","MARIANETTI, MARCIA GISELA","1"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","1 - UNIDAD","MENDOZA","SENADOR NACIONAL TITULAR","LECEA, MARTIN IGNACIO","2"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","1 - UNIDAD","MENDOZA","SENADOR NACIONAL SUPLENTE","CORREA, NELIDA VIRGINIA","1"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","1 - UNIDAD","MENDOZA","SENADOR NACIONAL SUPLENTE","GIL, OSCAR ALFREDO","2"
"ALIANZA FRENTE RENOVADOR FEDERAL DE LA ESPERANZA","501","","MENDOZA","DIPUTADO NACIONAL TITULAR","SICILIA, CARLOS MARCELO","1"
"ALIANZA FRENTE RENOVADOR FEDERAL DE LA ESPERANZA","501","","MENDOZA","DIPUTADO NACIONAL TITULAR","FARINA, MARIA EMILCE","2"
"ALIANZA FRENTE RENOVADOR FEDERAL DE LA ESPERANZA","501","","MENDOZA","DIPUTADO NACIONAL TITULAR","MARTINEZ, LUCAS EZEQUIEL","3"
"ALIANZA FRENTE RENOVADOR FEDERAL DE LA ESPERANZA","501","","MENDOZA","DIPUTADO NACIONAL TITULAR","CASTILLA, MAYRA ALEJANDRA","4"
"ALIANZA FRENTE RENOVADOR FEDERAL DE LA ESPERANZA","501","","MENDOZA","DIPUTADO NACIONAL TITULAR","POLONI, MAXIMILIANO JESUS","5"
"ALIANZA FRENTE RENOVADOR FEDERAL DE LA ESPERANZA","501","","MENDOZA","DIPUTADO NACIONAL SUPLENTE","BIDAUX, RUBEN","1"
"ALIANZA FRENTE RENOVADOR FEDERAL DE LA ESPERANZA","501","","MENDOZA","DIPUTADO NACIONAL SUPLENTE","SOSA, EDITH YOLANDA","2"
"ALIANZA FRENTE RENOVADOR FEDERAL DE LA ESPERANZA","501","","MENDOZA","DIPUTADO NACIONAL SUPLENTE","MAGRI, DANIEL OMAR","3"
"ALIANZA FRENTE RENOVADOR FEDERAL DE LA ESPERANZA","501","","MENDOZA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","GARBUIO PECHE, OSCAR MARTIN","1"
"ALIANZA FRENTE RENOVADOR FEDERAL DE LA ESPERANZA","501","","MENDOZA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","LACIAR, CLAUDIO LUIS","1"
"ALIANZA FRENTE RENOVADOR FEDERAL DE LA ESPERANZA","501","","MENDOZA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","DIVANNI, ADELA ESTELA","2"
"ALIANZA FRENTE RENOVADOR FEDERAL DE LA ESPERANZA","501","","MENDOZA","SENADOR NACIONAL TITULAR","PUJOL, JORGE DAVID JOSE","1"
"ALIANZA FRENTE RENOVADOR FEDERAL DE LA ESPERANZA","501","","MENDOZA","SENADOR NACIONAL TITULAR","SANCHEZ, MARIA DOLORES","2"
"ALIANZA FRENTE RENOVADOR FEDERAL DE LA ESPERANZA","501","","MENDOZA","SENADOR NACIONAL SUPLENTE","PONCE, RAFAELA TOMAZA","1"
"ALIANZA FRENTE RENOVADOR FEDERAL DE LA ESPERANZA","501","","MENDOZA","SENADOR NACIONAL SUPLENTE","POBLETE, IVANA LOURDES","2"
"ALIANZA PROGRESISTAS","502","A - UNIDAD","MENDOZA","DIPUTADO NACIONAL TITULAR","MELCHOR, SEBASTIAN JULIO ALEJANDRO","1"
"ALIANZA PROGRESISTAS","502","A - UNIDAD","MENDOZA","DIPUTADO NACIONAL TITULAR","CHICON, MARÍA DE LOS ANGELES","2"
"ALIANZA PROGRESISTAS","502","A - UNIDAD","MENDOZA","DIPUTADO NACIONAL TITULAR","GOMEZ TORRE, RODRIGO ALEJANDRO","3"
"ALIANZA PROGRESISTAS","502","A - UNIDAD","MENDOZA","DIPUTADO NACIONAL TITULAR","BRUNO, GUSTAVO FABIAN","4"
"ALIANZA PROGRESISTAS","502","A - UNIDAD","MENDOZA","DIPUTADO NACIONAL TITULAR","MUÑOZ, VALERIA ELENA","5"
"ALIANZA PROGRESISTAS","502","A - UNIDAD","MENDOZA","DIPUTADO NACIONAL TITULAR","SANTARELLI, GERARDO ENRIQUE","1"
"ALIANZA PROGRESISTAS","502","A - UNIDAD","MENDOZA","DIPUTADO NACIONAL TITULAR","OCHOA, RITA NATALIA","2"
"ALIANZA PROGRESISTAS","502","A - UNIDAD","MENDOZA","DIPUTADO NACIONAL TITULAR","LEDDA, MIGUEL EDGARDO","3"
"ALIANZA PROGRESISTAS","502","A - UNIDAD","MENDOZA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","RODRIGUEZ MIGUEL, CARLOS OMAR","1"
"ALIANZA PROGRESISTAS","502","A - UNIDAD","MENDOZA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","SANTARELLI, OSCAR JULIO","1"
"ALIANZA PROGRESISTAS","502","A - UNIDAD","MENDOZA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","MOYANO, NANCY ELIZABETH","2"
"ALIANZA PROGRESISTAS","502","A - UNIDAD","MENDOZA","SENADOR NACIONAL TITULAR","ANFUSO, SILVINA LINA","1"
"ALIANZA PROGRESISTAS","502","A - UNIDAD","MENDOZA","SENADOR NACIONAL TITULAR","CARRANZA, LEANDRO DAMIAN","2"
"ALIANZA PROGRESISTAS","502","A - UNIDAD","MENDOZA","SENADOR NACIONAL SUPLENTE","ALVAREZ, MIGUEL ANGEL","1"
"ALIANZA PROGRESISTAS","502","A - UNIDAD","MENDOZA","SENADOR NACIONAL SUPLENTE","QUEVEDO, SONIA EMILCE","2"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","1A - RENOVAR Y FORTALECER EL FRENTE","MENDOZA","DIPUTADO NACIONAL TITULAR","BARBEITO, NOELIA JAEL","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","1A - RENOVAR Y FORTALECER EL FRENTE","MENDOZA","DIPUTADO NACIONAL TITULAR","VIDELA, EDGARDO","2"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","1A - RENOVAR Y FORTALECER EL FRENTE","MENDOZA","DIPUTADO NACIONAL TITULAR","BRUCCOLERI, NORA","3"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","1A - RENOVAR Y FORTALECER EL FRENTE","MENDOZA","DIPUTADO NACIONAL TITULAR","GUAJARDO, VANESA VALERIA","4"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","1A - RENOVAR Y FORTALECER EL FRENTE","MENDOZA","DIPUTADO NACIONAL TITULAR","VERA, RUBEN DAVID","5"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","1A - RENOVAR Y FORTALECER EL FRENTE","MENDOZA","DIPUTADO NACIONAL SUPLENTE","BAEZ SOSA, MARIA EVA","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","1A - RENOVAR Y FORTALECER EL FRENTE","MENDOZA","DIPUTADO NACIONAL SUPLENTE","RAFFO, PABLO JESUS","2"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","1A - RENOVAR Y FORTALECER EL FRENTE","MENDOZA","DIPUTADO NACIONAL SUPLENTE","RODRIGUEZ ABALO, MAILE","3"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","1A - RENOVAR Y FORTALECER EL FRENTE","MENDOZA","DIPUTADO NACIONAL SUPLENTE","LOPEZ, MAURICIO ANDRES","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","1A - RENOVAR Y FORTALECER EL FRENTE","MENDOZA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","CHACON, MARIA EMILCE","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","1A - RENOVAR Y FORTALECER EL FRENTE","MENDOZA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","BUSTOS, JESICA YAMILA","2"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","1A - RENOVAR Y FORTALECER EL FRENTE","MENDOZA","SENADOR NACIONAL TITULAR","JIMENEZ BRUCCOLERI, LAUTARO","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","1A - RENOVAR Y FORTALECER EL FRENTE","MENDOZA","SENADOR NACIONAL TITULAR","ZAMBRINI, MIRIAM ELIZABETH","2"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","1A - RENOVAR Y FORTALECER EL FRENTE","MENDOZA","SENADOR NACIONAL SUPLENTE","RIOS, MAXIMILIANO JERONIMO","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","1A - RENOVAR Y FORTALECER EL FRENTE","MENDOZA","SENADOR NACIONAL SUPLENTE","ESPECHE, LAURA GABRIELA","2"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","MENDOZA","DIPUTADO NACIONAL TITULAR","TELERA, FEDERICO CESAR","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","MENDOZA","DIPUTADO NACIONAL TITULAR","BUSTOS, VELIA ELSA LEONOR","2"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","MENDOZA","DIPUTADO NACIONAL TITULAR","RODRIGUEZ, MARTIN ANDRES","3"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","MENDOZA","DIPUTADO NACIONAL TITULAR","LETTRY, JUAN JOSE","4"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","MENDOZA","DIPUTADO NACIONAL TITULAR","DEFILIPPI, CAROLINA VIRGINIA","5"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","MENDOZA","DIPUTADO NACIONAL SUPLENTE","FILIPPIS, JOSE ALFREDO","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","MENDOZA","DIPUTADO NACIONAL SUPLENTE","TAPIA, MARGARITA EUFELINDA","2"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","MENDOZA","DIPUTADO NACIONAL SUPLENTE","CAPURRO, CARLOS DALMACIO","3"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","MENDOZA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","DA VILA, VICTOR HUGO","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","MENDOZA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","TERRAZA DIEGUEZ, FACUNDO DANIEL","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","MENDOZA","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","LEANZA, ANDREA SOLEDAD","2"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","MENDOZA","SENADOR NACIONAL TITULAR","BLAS, RAQUEL MARIA","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","MENDOZA","SENADOR NACIONAL TITULAR","SOTO, CARLOS ANASTASIO","2"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","MENDOZA","SENADOR NACIONAL SUPLENTE","SALDAÑA, ESTELA MABEL","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","503","2U - UNIDAD","MENDOZA","SENADOR NACIONAL SUPLENTE","GAZZO, ROSANA DELIA","2"
